date,Cattle,Cocoa,Coffee,Corn,Cotton,Soybean,Sugar,Wheat
2019-01-03,-0.0024316368760350926,0.0025031302181188764,0.026284692036713686,0.01058911284279862,-1.4109560219743855e-4,0.006128152882849847,-0.020322522101738016,0.013718980478335752
2019-01-04,-0.01060581358266166,-0.01638347925052397,-0.0053988160753721814,0.008521847704763275,0.023579673979955196,0.010222495429191625,0.020322522101738016,0.006306108697984314
2019-01-07,0.010402899702746105,0.02054148939918754,0.011255333250455912,-0.0019601443714742928,0.0031665664547153582,0.003019077358380251,0.058600923327459586,-4.836759465511875e-4
2019-01-08,0.016901859928974083,-0.011686276569455423,0.022137602965191405,-0.005903592088739806,-0.014956681594186172,-0.0065988691476723815,0.008658110836272659,0.0019333017138158937
2019-01-09,-0.00399840586911715,-0.013099701375176132,0.0023769917799496554,0.005249355886143725,0.020166417267915016,0.0057763879498331505,0.008583716861875423,0.004336311299779183
2019-01-10,6.007565802033099e-4,0.007627155618716408,-0.010021587442574642,-0.015166792543490182,-0.003836130029606366,-0.01770937261795069,-0.01566201236129805,-0.012092045765028203
2019-01-11,8.004681214428544e-4,-0.005502659387308206,-0.0038443250498936266,0.0053015366053799085,-0.004953919852250799,0.004178861074966456,0.008644427700446489,0.011130044728837163
2019-01-14,0.0035942896114917744,-0.006387077280566977,-0.010648682252672792,6.607202090380682e-4,0.006873824352626734,-0.009497278089788175,-0.002350156450680263,-0.01015728200621524
2019-01-15,0.012085289409981215,-0.02903779318042865,-0.014212411995766061,-0.019340382760593577,-0.008668747234075624,0.0028026924175739154,0.03165064269791129,-0.006339938329362305
2019-01-16,0.0068688329799302394,0.02088848794735476,0.010800286125990155,0.007380107297622729,0.01249753339391102,0.0013984060452552072,7.596072458531111e-4,0.0029311208088591556
2019-01-17,-0.005687950901497096,0.005583007845161525,0,0.01591545530589933,0.014901469290589553,0.01470410734567107,-0.024597680520611398,0.010191789263130246
2019-01-18,-0.004534237030024535,-0.012063911929244497,0.02459728968186603,0.004594691378310145,-0.006475179106241846,0.009865796656989723,0.01391052961578021,0
2019-01-22,-0.01112669152465795,-0.026797122875365176,-0.01536274582484598,-0.007229739016315406,-0.010338850814952671,-0.008214723084337017,-0.007704154257454299,0.0067372728373173985
2019-01-23,0.0033908722753208664,-4.4533512203326353e-4,4.8370546778997436e-4,-6.59848258847795e-4,0.005318790661958062,0.006303981408422921,0.003088802530626822,0.009071439624698918
2019-01-24,-0.0015942974793494713,0.004887812441594086,0.018208471290106942,-0.004631169375567623,-0.005182028011030404,0.001092299398608887,7.706570925551937e-4,-0.008591938296882873
2019-01-25,0.005568865413265733,-0.013836418017608487,0.014144506979119953,0.008583743691390922,0.013444867241485525,0.010047606592135772,-0.04249262242930962,-0.0028804628653542608
2019-01-28,0.0027728159399620367,0.01117330059812538,-0.03963279677079257,-0.0013157896635194177,-0.0037842833022230238,-0.0021639175335934624,0.027746559028402284,-0.0024067400305645137
2019-01-29,5.93154328748291e-4,-0.015677812719229856,-4.872404652580542e-4,-0.006605043827923929,0.004054100846692776,-0.004613931376985292,-0.007849363948615018,-0.010659015645865466
2019-01-30,-0.002572960930514512,-0.017764074503403116,-0.004885207638880118,0.01054723027366311,0.0028280818990920054,0.0021739138996199614,-0.012688501062755098,0.006796142662834903
2019-01-31,-0.010759206794302756,-0.003683245416295833,0.036542556790363,-0.01253728068167348,5.377912868649304e-4,-0.0062627842549609625,0.015835629013055463,-4.839100021847287e-4
2019-02-01,0.005194768097429581,0,-0.020993181209272294,0.004637305428516925,-0.010267614271609382,0.0027277703765982153,-0.010264532377067148,0.014893381222336188
2019-02-04,0.002189721435446046,0.027299238487637822,0.018156271015785208,0.0026402655601769354,-0.012021965066683293,8.168822782366192e-4,0.019646996794781213,0.0028571448007799205
2019-02-05,0.007725093319217002,-0.004047678114581288,-0.007127614027591989,0.003947373546629329,0.008757573399132745,0.001903467603949771,-0.00233741333972759,0.0028490047760749704
2019-02-06,-0.0023705694560236523,0.016979853884941498,0.006180210121162766,-0.0019717390548397162,0.0035360043242986805,0.0016286648551231409,0.006220854108468732,-0.0023736066211741402
2019-02-07,-7.914402653685926e-4,-0.016078952923107792,-0.011439561649972063,-0.009253205480483473,-0.011606685857884713,-0.00926437143886183,-0.013265905186455207,-0.024538156838667113
2019-02-08,0.008475438023674009,-0.011320021265006197,-0.01643347340159451,-0.0059940239402100914,-0.0035772534810272205,0.0013678021555287856,-0.00157228840717627,0.007763260726609822
2019-02-11,0.0035266255486749998,0.012669852741051812,-0.02366975967045537,-0.0040160696548898756,-0.027954299838909513,-0.01044252413099489,-0.003152087848028895,0.0019314346902357116
2019-02-12,-0.007853957701557057,0.0013480118868942625,0.002491902685979319,0.014647399023616892,-0.0109743032904559,0.013717636228800067,0.01410684067291923,0.0033710602595844463
2019-02-13,-0.006923180821303276,0.009385543756214254,-0.01555080682290999,0.0013210041551134921,0.0011458298504356534,-0.001090512648966424,-0.007812569423153004,0.004317588861201926
2019-02-14,0.0013885001050697454,-0.007142887512380014,-0.010673575809144964,-0.010617219840871606,0.003857375269197938,-0.014285957247476055,-0.01104114885383689,-0.029635396845491435
2019-02-15,0.003956483895073859,0.033049934672551906,0.0010214349862440741,0,0.0012825647396006445,0.004417456106722284,0.041170916433928895,-0.005438826756861914
2019-02-19,0.009823261702943675,0.014202950177993223,-0.007686433164559858,-0.013432035391797825,0.0027021624179850434,-0.007465816510802803,0.01585537423624217,-0.02917712000967132
2019-02-20,0.003512860393100503,-0.018111749943045652,0.0035944182834493077,0.0027008794271328185,-0.001848104592494515,0.0019409405788328726,0.006718890452752646,-0.018547672355761158
2019-02-21,-0.005469808180061264,-0.018445845790751925,-0.014975798254942774,0.012730490186147136,0.026814320020487337,0.009374207052922578,-0.01499277065180804,0.01188951715717046
2019-02-22,0.008193592770776803,0.0057458721618921516,0.0036354076126956514,-6.660006906180627e-4,-0.004860192952211406,-8.236102044154592e-4,0.009770849332607412,5.137426262491473e-4
2019-02-25,-9.719118038580277e-4,-0.009743212594512052,-5.184902657910939e-4,-0.012739025777429802,0.0012520551039090222,0.001646542633246817,-0.02040112322738974,-0.04195686183047709
2019-02-26,0.007941883071963751,0.008861378322199798,-0.030010132103345022,-0.01153728440486379,-0.015128483522005354,-0.008813056215815074,-0.016936529765559705,-0.014023962308644222
2019-02-27,-0.0013515056247310753,0.016189371308253264,0.022722181228338023,-0.006849341845574841,0.004787448810074757,-2.7666344069121607e-4,0.0023264634778223936,0.0016282228834612056
2019-02-28,0.004241402704424857,-0.029064132943911858,-0.005238356829072366,-0.004822606659931061,0.007696048916727705,-0.006662989669849573,-0.014040816429320202,-0.01861027985666741
2019-03-01,-0.0030828070386856865,-0.00897672096155766,0.01821544046997481,0.005509655810969072,0.013705557995815632,0.0019479622132996255,-0.008678528565025712,0.0033094349013671476
2019-03-04,-0.009305975693886026,-0.0278875215211567,-0.029837319835184672,0.002743485945750912,-0.010504617841564645,0.004438287452016354,-0.020817423792226286,-0.016098044001810585
2019-03-05,0.003693915654279678,4.6349942892387475e-4,0.024666677335080323,0.0027359798188744122,0.020355478590116327,-0.002216681428590661,0.0064516293271643654,0.016648553236742636
2019-03-06,5.819920692458069e-4,0.03996898948030836,-0.00989846022422558,-0.009608859106636558,-0.005460681098110598,-0.012842164208857199,-0.0227651895901122,-0.030737261900045887
2019-03-07,3.87846066782771e-4,-0.028450778748444705,-0.01956180230316562,-0.018093743442698873,-0.015867894023757323,0.0011232800956433309,-0.0016460500780297593,-0.02064293485275215
2019-03-08,0.005606635110215308,0.007302634004817676,0.017465397499279334,-0.0035174148118786164,0.02187302752322573,-0.007889587275162313,0.003289473425588607,0.0028926835328366707
2019-03-11,-0.005218939409686207,-0.004557893031898352,-0.013735060412794375,-0.0063626937878282774,-0.00395393419587986,-0.006812402162241327,0.008990633136806814,-0.024562638368409218
2019-03-12,-0.01838501586598973,0.0068290727499418225,-0.012848109592527912,0.011283617602027007,0.022290711203229563,0.007943304177031152,0.003249390514544981,0.05528177740593865
2019-03-13,1.973869575309095e-4,-4.53823470461856e-4,0.017623888959213296,0.002101576955626072,0.011556251982585586,0.004792116288331982,0.0024301132640371925,-0.013536585717533356
2019-03-14,0.005706979661921352,-9.082652758811705e-4,-0.005307868260001847,0.011826224788842765,-0.018931349665230357,5.622715919848531e-4,0.004037162668334204,0.018008365108927116
2019-03-15,0.013255590014886742,-0.0018190091418519572,0.006894766551346798,0.03198639482048016,0.016021663457809865,0.02196057676120855,0.008824815313588807,0.03075475778199177
2019-03-18,-0.006021260465129963,-4.552697551885032e-4,-0.010093014744515294,-0.004699572261485763,-0.003051051807099192,-0.0038567540919114407,0.02523790791106162,-0.011969675009117609
2019-03-19,0.0062148427749111335,0.002728514653203895,-0.002137943938532061,-6.731740409042786e-4,0.005035855956728064,-0.001933969383010492,-0.004683882090491309,-5.474952230928309e-4
2019-03-20,0.003478913083910129,-0.02715932180904801,0.013815342717548695,6.731740409042786e-4,-0.0019848041496288715,0.0022099456508035686,-0.0031347958767056205,0.017910926566529817
2019-03-21,0.002505036166576602,-0.005146210187842115,5.275974899783265e-4,0.012704951905271322,0.022007703808572643,0.004954593124683271,-0.019017987870154407,0.003758393685845185
2019-03-22,-0.001348004386838575,0.012584645229072322,-0.009539038988255477,0.0053015366053799085,-0.007804390104052317,-0.007441125694688466,0.0055843540157951566,-0.0010723861617529806
2019-03-25,-0.016712469274700048,0.026058617352367364,0.0037204238638617326,0.003957788807417373,0.014905356469732567,0.003038256721930921,-0.007185672062551163,0.007482664522671989
2019-03-26,-0.005305016284146369,0.009431913622955257,0.011603489715382942,-0.006605043827923929,0.002056240666554743,-0.006363280566702656,0.008775533914525013,-5.326231816997762e-4
2019-03-27,-0.005135318589134741,0.004905249523451616,-0.01585656926968415,-0.00932097294306189,-0.012141746469869652,-0.014819228278631691,-7.94614968431695e-4,5.326231816997762e-4
