"Date","Corn","LiveCattle","Soybean","SoybeanMeal","Wheat"
2005-01-14,-0.0470383741778164,0.0244910200082957,-0.0178290436971995,-0.000614005826250263,-0.0403512955235668
2005-01-21,-0.00126823098799544,-0.00539084863487638,-0.0477068028777685,-0.0439493192895712,-0.00589972212718859
2005-01-28,-0.00636539386707557,-0.0163491380015302,-0.00533593310671243,-0.0109713710907418,-0.0196335798779765
2005-02-04,-0.00383877630716611,-0.000824482080335365,-0.028615667366557,-0.034998639025452,-0.00778887537852757
2005-02-11,0.0165293019512109,-0.00911487675761524,0.0512182164942008,0.0542794412046081,0.0231869554896491
2005-02-18,0.00878850603307857,-0.0128457678757439,0.0496276188090983,0.0741988450230044,0.00508045123241896
2005-02-25,0.0559076319382967,-0.0127282163994327,0.0783008504137586,0.0518250687755151,0.0880665633279065
2005-03-04,-0.0118907465215221,-0.00313606981454839,0.0413908703366239,0.0309417286140308,0.0176317331134053
2005-03-11,0.0398645985639279,0.00796360222423154,0.0531582744233594,0.0642664327052422,0.0661519604853478
2005-03-18,0.0102916860365472,0.0185242626372375,-0.0118707118615591,-0.0200985576834105,0.0141245286036309
2005-03-24,-0.0430048834428503,-0.0111857987667925,-0.0316989952901414,-0.0194487718014242,-0.051810147502021
2005-04-01,0.0106321143310479,0.0092372603436468,-0.0237387932668067,-0.0247191032204075,-0.0484209561165025
2005-04-08,-0.0419977736092676,-0.0162924609275317,-0.00326264563481615,0.009206655522215,-0.0395308387566349
2005-04-15,0.0109690313705739,0.0132228167378496,0.00692044284457349,0.0101904551873782,-0.0154411844883784
2005-04-22,0.0144406841547946,0.0283805200084037,0.0268176967872762,0.0453794270919383,0.0130188982817838
2005-04-29,-0.0217399866364056,0.0204363281052453,-0.0219613537747065,-0.00819260126830468,0.0279013715075793
2005-05-06,-0.020975475986555,-0.0426869536211996,0.0251159305232225,0.00461654531417466,-0.0270932906555261
2005-05-13,-0.0265334580268286,0,-0.0504647939259089,-0.0175533363448945,-0.0429108736868704
2005-05-20,0.0881843976519932,0,0.0457291891800748,0.0221487448010311,0.0541559721023726
2005-05-27,0.03682809751625,0,0.0550244578432126,0.0612536826316408,0.0679273412849133
2005-06-03,-0.0136520891683274,-0.057452592704883,0.0111691406826546,0.0306700146461454,-0.0357045141730996
2005-06-10,-0.0385336640022427,-0.0139240337201878,-0.013418017192671,-0.0178157695423424,-0.0306266575789911
2005-06-17,0.0866144728367715,-0.0315178343207867,0.083126416905662,0.0799699589899836,0.0436886950023307
2005-06-24,0.0162429126029364,0.0119359471031775,0.0279214597383479,0.00956112004433773,0.0359858919234446
2005-07-01,-0.0723743687146321,-0.035297857689903,-0.100224856273646,-0.0985593842363857,-0.0459591238021977
2005-07-08,0.0440500351374915,0.000315128745008053,0.00296516154983539,0.00855519970259166,0.0130220147281124
2005-07-15,0.130349540317034,-0.0104513628862204,0.0651859798846957,0.0703486049870419,0.0591013922759132
2005-07-22,-0.0988080457881173,0.00919034790092077,-0.074481454884487,-0.0642150494350622,-0.0530315709088374
2005-07-29,0.012766130823036,0.0243077968270171,0.00372856509513841,-0.000941233984929291,-0.0083555366479322
