date,return_CORN,return_WEAT,return_SOYB,return_DBA,CORN,WEAT,SOYB,DBA,sma20_CORN,sma20_WEAT,sma20_SOYB,sma20_DBA,sma50_CORN,sma50_WEAT,sma50_SOYB,sma50_DBA,vol_CORN,vol_WEAT,vol_SOYB,vol_DBA
2015-03-16,-0.0016000366210937589,0.03274091629638565,-0.002552283648346032,0.008608944545494879,24.959999084472656,11.039999961853027,19.540000915527344,19.824623107910156,25.582000064849854,10.80299997329712,20.105000019073486,20.3068808555603,25.806400108337403,11.25259994506836,20.11699993133545,20.8774845123291,0.30229997016239407,0.2516075386446974,0.3180613390307724,0.350094397458444
2015-03-17,-0.020032052016822566,-0.024456476904193503,-0.012794267568398077,-0.00808625362860138,24.459999084472656,10.770000457763672,19.290000915527344,19.664316177368164,25.497500038146974,10.773000001907349,20.051500034332275,20.240976905822755,25.76600009918213,11.217199954986572,20.093799934387206,20.831886100769044,0.36489203767213885,0.21329752119449968,0.36012063492066265,0.3401593138723502
2015-03-18,0.011447289334661326,0.01949852140640118,0.010886421695481596,0.012228309762637668,24.739999771118164,10.979999542236328,19.5,19.90477752685547,25.445499992370607,10.760999965667725,20.02200002670288,20.19466600418091,25.718400077819823,11.183799953460694,20.06039993286133,20.785753288269042,0.3953477967100097,0.19256992901955738,0.38039560999581534,0.31792690617699987
2015-03-19,-0.0028294137215771897,-9.106808401089239e-4,-0.0056410569411057265,-0.004026893485102656,24.670000076293945,10.970000267028809,19.389999389648438,19.824623107910156,25.37200002670288,10.753499984741211,19.977499961853027,20.146128559112547,25.67080009460449,11.148599967956542,20.02079990386963,20.7349893951416,0.3960810346951362,0.18038782239479878,0.4001691044684963,0.29463976263624797
2015-03-20,0.024321053085292865,0.03372833879240145,0.00876741009000237,0.013027943934333264,25.270000457763672,11.34000015258789,19.559999465942383,20.082897186279297,25.342000007629395,10.778999996185302,19.948499965667725,20.119410705566406,25.645800094604493,11.125799980163574,19.985999908447265,20.69152843475342,0.37871824096499385,0.2228264320341111,0.408698288905288,0.27311084254028756
2015-03-23,0.013454695149537788,0.007936521285438536,0.011247506478013314,0.008425693750212515,25.610000610351563,11.430000305175781,19.780000686645508,20.25210952758789,25.35050001144409,10.809500026702882,19.930000019073486,20.10872354507446,25.630400123596193,11.109799995422364,19.95879993438721,20.653054809570314,0.38291800918012964,0.266250391374434,0.40746949980630326,0.26282911217096727
2015-03-24,0.008980848760439475,-0.01837270625897358,-0.004044485385688912,-0.005716740858724201,25.84000015258789,11.220000267028809,19.700000762939453,20.136333465576172,25.373000049591063,10.82900004386902,19.89050006866455,20.09002113342285,25.614200134277343,11.091399993896484,19.928999938964843,20.613334312438965,0.39827410465287716,0.28166622047480405,0.38815972608013627,0.24547924483656694
2015-03-25,0.0011610172781868489,-0.008021403783061043,-0.0030457548714359906,-0.0026537243926868515,25.8700008392334,11.130000114440918,19.639999389648438,20.082897186279297,25.40000009536743,10.852500057220459,19.860500049591064,20.07755289077759,25.59500015258789,11.073799991607666,19.910799942016602,20.575751304626465,0.413228859168508,0.28639100056668154,0.3828763721968435,0.23876900155529263
2015-03-26,-0.00850410566548876,-0.03683736237164492,-0.003564139358431584,-0.007095301058330783,25.649999618530273,10.720000267028809,19.56999969482422,19.94040298461914,25.402500057220458,10.850000047683716,19.80950002670288,20.0521710395813,25.590800132751465,11.05159999847412,19.894199943542482,20.539593200683594,0.41465130321497984,0.2873656490150282,0.34682712366621943,0.2238263790125153
2015-03-27,-3.898724768249817e-4,0.0158582156771776,-0.006642777863761662,-0.0031265920156594573,25.639999389648438,10.890000343322754,19.440000534057617,19.8780574798584,25.394500064849854,10.846000051498413,19.749000072479248,20.01877365112305,25.591200103759764,11.037000007629395,19.87319995880127,20.503256912231446,0.4080698275689784,0.28616164736785715,0.2940083638698359,0.19412452664295005
